City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,al kharijah,25.4514,30.5464,34.03,13,0,7.68,EG,1715417121
276,eyl,7.9803,49.8164,32.19,62,43,4.19,SO,1715416549
277,alice springs,-23.7,133.8833,20.75,37,0,6.17,AU,1715416548
278,laojunmiao,39.8333,97.7333,22.7,8,0,7.13,CN,1715417121
279,flying fish cove,-10.4217,105.6791,27.82,83,100,5.14,CX,1715416587
280,enewetak,11.3474,162.3373,27.46,76,100,7.22,MH,1715416587
281,alo,7.4178,6.7371,32.1,62,53,2.93,NG,1715416561
282,polyarnyy,69.1989,33.4478,0.41,91,100,5.85,RU,1715416668
283,vilyuchinsk,52.9306,158.4028,4.15,82,100,1.89,RU,1715416615
284,flin flon,54.7682,-101.865,8.73,85,58,2.48,CA,1715416560
285,tofol,5.3248,163.0078,27.84,76,100,1.01,FM,1715416643
286,muroto-misakicho,33.2833,134.15,20.06,75,100,3.89,JP,1715416954
287,chuncheon,37.8747,127.7342,17.97,87,99,4.25,KR,1715416937
288,dudinka,69.4058,86.1778,-4.62,82,100,4.47,RU,1715416608
289,siwa oasis,29.2041,25.5195,24.7,32,0,2.1,EG,1715417064
290,malya,-2.9833,33.5167,27.01,56,5,1.13,TZ,1715417124
291,nyurba,63.2842,118.3319,3.51,44,100,1.53,RU,1715416661
292,heathrow,28.7633,-81.3722,24.01,87,0,2.57,US,1715417124
293,trujillo,-8.116,-79.03,16.98,94,82,2.57,PE,1715417124
294,lamarque,-39.423,-65.7021,5.27,70,76,4.13,AR,1715417124
295,pressbaum,48.176,16.0477,19.91,55,75,1.79,AT,1715417125
296,berezovo,63.9381,65.0419,3.48,77,88,2.97,RU,1715417125
297,malango,-2.9627,119.9001,25.46,77,55,1.6,ID,1715417125
298,guerrero negro,27.9769,-114.0611,14.38,85,47,6.09,MX,1715416600
299,jaisalmer,26.9147,70.9181,39.3,20,0,5.03,IN,1715417125
300,belyy yar,53.6039,91.3903,23.94,41,0,1.0,RU,1715417126
301,ciudad del este,-25.5167,-54.6167,23.34,100,0,2.06,PY,1715417126
302,kauhajoki,62.4333,22.1833,10.06,40,4,3.13,FI,1715417126
303,goondiwindi,-28.55,150.3167,17.25,84,85,2.08,AU,1715417126
304,bangassou,4.7413,22.8184,36.03,34,41,2.0,CF,1715417127
305,binhe,32.6883,112.8275,27.93,27,79,4.2,CN,1715417127
306,sarakhs,36.5449,61.1577,23.95,32,0,1.65,IR,1715417127
307,beatrice,40.2681,-96.747,11.82,81,0,0.0,US,1715417127
308,philadelphia,39.9523,-75.1638,9.14,92,75,3.09,US,1715416957
309,greymouth,-42.4667,171.2,8.03,83,44,2.09,NZ,1715416510
310,winnemucca,40.973,-117.7357,13.03,38,0,3.6,US,1715417128
311,brisas de zicatela,15.8369,-97.0419,25.57,66,100,2.27,MX,1715417128
312,kristiansund,63.1115,7.732,9.03,93,100,2.06,NO,1715417128
313,kiunga,-6.1219,141.2906,24.8,97,88,0.87,PG,1715417128
314,punta alta,-38.8759,-62.0736,9.69,81,63,4.06,AR,1715417129
315,kailua-kona,19.6406,-155.9956,24.98,91,40,4.63,US,1715417129
316,kristinestad,62.2743,21.376,10.61,61,16,4.71,FI,1715417129
317,salekhard,66.53,66.6019,-2.56,89,50,0.89,RU,1715417129
318,illizi,26.4833,8.4667,25.89,13,1,3.83,DZ,1715416630
319,changuinola,9.4333,-82.5167,24.97,90,87,1.34,PA,1715417130
320,howrah,22.5892,88.3103,27.0,83,75,5.14,IN,1715417003
321,ambodifotatra,-16.9833,49.85,26.39,70,71,6.75,MG,1715417131
322,cananeia,-25.0147,-47.9267,21.47,93,70,1.41,BR,1715417131
323,dakhla,23.6848,-15.958,19.01,88,40,8.23,EH,1715416578
324,mikhaylovskoye,51.8239,79.7172,16.33,30,100,5.43,RU,1715417132
325,luderitz,-26.6481,15.1594,21.04,43,0,7.2,NA,1715416604
326,fort bragg,35.139,-79.006,14.0,70,0,2.57,US,1715416413
327,turriff,57.5384,-2.4593,21.29,65,51,2.46,GB,1715417132
328,nyala,12.05,24.8833,37.65,5,13,2.64,SD,1715417087
329,quellon,-43.1167,-73.6167,5.43,80,10,1.1,CL,1715416611
330,harstad,68.799,16.5293,6.66,82,100,8.94,NO,1715416612
331,xai-xai,-25.0519,33.6442,29.07,45,0,3.53,MZ,1715417133
332,vilyuysk,63.7553,121.6247,2.22,47,100,1.79,RU,1715417134
333,chela,34.069,104.4619,14.7,52,100,1.4,CN,1715417134
334,bubaque,11.2833,-15.8333,26.51,76,11,4.13,GW,1715416574
335,sao joao da barra,-21.6403,-41.0511,22.57,92,86,2.2,BR,1715416581
336,raduzhnyy,62.0961,77.475,3.97,90,93,3.22,RU,1715417135
337,pisco,-13.7,-76.2167,18.03,88,0,4.63,PE,1715416645
338,bayanhongor,46.7167,100.1167,17.84,11,47,4.39,MN,1715417135
339,myanaung,18.2833,95.3167,40.55,22,27,4.0,MM,1715417136
340,pasni,25.2631,63.471,30.02,55,0,10.91,PK,1715417136
341,namtsy,62.7161,129.6658,4.71,38,100,3.22,RU,1715417136
342,tutoia,-2.7619,-42.2744,24.61,90,96,1.53,BR,1715417136
343,maragogi,-9.0122,-35.2225,24.95,89,77,1.63,BR,1715417136
344,al wafrah,28.6392,47.9306,37.17,8,100,1.39,KW,1715417137
345,quelimane,-17.8786,36.8883,27.97,74,40,1.52,MZ,1715417137
346,qashyr,53.0675,76.1036,14.92,24,100,4.48,KZ,1715417137
347,bamboo flat,11.7,92.7167,34.05,62,40,4.63,IN,1715417137
348,guilin,25.2819,110.2864,29.06,78,63,2.23,CN,1715417138
349,mercedes,-34.6515,-59.4307,8.81,86,44,3.26,AR,1715417138
350,whitby,54.4877,-0.615,17.71,72,26,4.82,GB,1715417138
351,pacific grove,36.6177,-121.9166,13.99,86,6,0.45,US,1715416556
352,yeppoon,-23.1333,150.7333,21.88,84,0,3.96,AU,1715417139
353,zwedru,6.0667,-8.1281,27.72,81,79,1.45,LR,1715417139
354,mount gambier,-37.8333,140.7667,15.39,74,93,1.42,AU,1715416563
355,ribadesella,43.4614,-5.0596,19.41,85,100,1.99,ES,1715417139
356,ermenek,36.6404,32.8918,13.73,61,64,4.79,TR,1715417139
357,patong,7.8961,98.2966,33.08,75,100,4.33,TH,1715417140
358,harnosand,62.6323,17.9379,11.0,50,23,1.88,SE,1715417140
359,antonio enes,-16.2325,39.9086,29.78,52,20,3.09,MZ,1715416648
360,havelock,34.8791,-76.9013,14.0,86,40,5.66,US,1715416915
361,inarajan village,13.2736,144.7484,29.54,87,38,6.49,GU,1715417078
362,ulsteinvik,62.3432,5.8487,13.28,78,100,3.13,NO,1715416611
363,lunsar,8.6833,-12.5333,26.76,89,97,0.18,SL,1715417141
364,katsuren-haebaru,26.3369,127.8719,26.43,67,40,3.09,JP,1715416614
365,blair,41.5444,-96.125,13.3,63,0,0.45,US,1715417142
366,orikhiv,47.5673,35.7858,19.8,35,15,3.61,UA,1715417142
367,brookings,44.3114,-96.7984,11.21,73,0,1.54,US,1715417142
368,kaga bandoro,6.9896,19.1874,38.08,28,57,2.51,CF,1715417142
369,kill devil hills,36.0307,-75.676,13.32,81,100,7.72,US,1715417142
370,selfoss,63.9331,-20.9971,8.91,92,98,3.4,IS,1715417143
371,labasa,-16.4167,179.3833,23.26,83,73,4.06,FJ,1715417143
372,constantia,44.1833,28.65,21.5,50,29,5.6,RO,1715416618
373,kavaratti,10.5669,72.642,30.01,72,65,3.71,IN,1715416573
374,maceio,-9.6658,-35.7353,24.69,94,75,0.51,BR,1715417143
375,paracuru,-3.41,-39.0306,26.17,92,95,3.65,BR,1715417144
376,la sarre,48.8002,-79.1996,6.03,68,100,2.2,CA,1715416567
377,aghajari,30.7006,49.8315,36.12,13,0,5.14,IR,1715417144
378,yelizovo,53.1873,158.3805,4.08,70,75,5.0,RU,1715417144
379,auki,-8.7676,160.7034,25.64,88,98,2.24,SB,1715417145
380,kovalam,8.3667,76.9967,34.05,59,20,2.06,IN,1715417145
381,barentu,15.1139,37.5928,36.91,21,59,3.19,ER,1715417145
382,smara,26.7384,-11.6719,20.92,61,22,6.59,EH,1715417147
383,darlowo,54.421,16.4107,11.15,61,100,3.8,PL,1715417147
384,champerico,14.3,-91.9167,28.54,74,100,2.88,GT,1715417067
385,al bawiti,28.3492,28.8659,27.61,25,0,4.77,EG,1715416631
386,bardai,11.65,7.2333,33.74,38,52,4.29,NG,1715416587
387,askoy,60.4092,5.226,14.3,76,100,3.09,NO,1715417148
388,north bend,43.4065,-124.2243,15.55,88,0,0.0,US,1715417148
389,tangalle,6.024,80.7911,31.09,73,76,2.42,LK,1715416652
390,nouadhibou,20.931,-17.0347,18.99,82,49,7.72,MR,1715416605
391,izki,22.9333,57.7667,36.46,9,0,3.45,OM,1715417149
392,metlili chaamba,32.2667,3.6333,21.52,28,0,3.09,DZ,1715416912
393,labrador city,52.9463,-66.9114,-2.68,71,0,1.03,CA,1715416656
394,afaahiti,-17.75,-149.2833,24.93,84,15,6.21,PF,1715416653
395,zvishavane,-20.3267,30.0665,29.11,19,0,0.52,ZW,1715417150
396,muynoq,43.7683,59.0214,24.12,24,28,3.36,UZ,1715417150
397,mont-dore,-22.2833,166.5833,20.99,77,71,3.52,NC,1715417150
398,varjota,-4.1944,-40.4767,21.13,96,93,1.66,BR,1715417151
399,puerto tirol,-27.3722,-59.0821,16.18,100,100,3.09,AR,1715417151
400,belmonte,-15.8631,-38.8828,25.09,85,94,3.09,BR,1715416613
401,bima,-8.4667,118.7167,29.05,76,80,1.82,ID,1715417061
402,carutapera,-1.195,-46.02,24.46,94,93,2.09,BR,1715417070
403,dompu,-8.5356,118.4622,29.04,75,89,1.64,ID,1715417095
404,ngereklmadel,7.4883,134.4856,29.05,84,75,4.12,PW,1715417152
405,tromso,69.6496,18.957,7.01,61,40,6.17,NO,1715416604
406,emerald,-23.5333,148.1667,24.99,41,20,5.05,AU,1715417045
407,port hedland,-20.3167,118.5667,31.03,27,100,3.6,AU,1715416736
408,mabaruma,8.2,-59.7833,23.82,96,100,0.54,GY,1715417111
409,queenstown,-31.8976,26.8753,16.88,44,8,1.1,ZA,1715416424
410,umm kaddadah,13.6017,26.6876,36.81,3,100,1.16,SD,1715417051
411,cuatro cienegas de carranza,26.9833,-102.0833,23.26,90,67,2.71,MX,1715417153
412,papao,-17.75,-149.55,25.82,79,2,4.68,PF,1715416557
413,ambon,-3.6954,128.1814,28.82,95,40,3.09,ID,1715417154
414,aykhal,66.0,111.5,-3.61,73,100,3.44,RU,1715416671
415,salahonda,2.1019,-78.7217,26.35,89,100,5.28,CO,1715417154
416,blenheim,-41.516,173.9528,2.51,90,30,1.53,NZ,1715417154
417,labytnangi,66.6572,66.4183,-2.57,89,39,1.06,RU,1715416594
418,shingu,33.7333,135.9833,18.51,78,73,2.26,JP,1715416641
419,thunder bay,48.4001,-89.3168,6.99,100,100,2.57,CA,1715416601
420,carnarvon,-24.8667,113.6333,28.72,40,79,3.89,AU,1715416654
421,nguigmi,14.2495,13.1092,36.29,24,99,2.75,NE,1715417155
422,riberalta,-10.9833,-66.1,23.17,74,69,1.21,BO,1715417156
423,mahina,-17.5065,-149.489,25.87,89,75,4.63,PF,1715417156
424,chui,-33.6971,-53.4616,12.79,88,100,2.87,UY,1715417156
425,arteche,12.2645,125.4048,28.26,80,39,3.42,PH,1715416595
426,mossel bay,-34.1831,22.146,16.96,57,2,4.48,ZA,1715417156
427,casteljaloux,44.3176,0.0861,23.16,64,7,1.79,FR,1715417157
428,martapura,-3.4167,114.85,29.01,83,96,1.69,ID,1715416899
429,tsiombe,-25.3,45.4833,31.01,30,0,2.96,MG,1715416596
430,barra de santo antonio,-9.4047,-35.5072,24.6,87,93,2.0,BR,1715417157
431,penzance,50.1186,-5.5371,16.38,82,100,8.75,GB,1715417157
432,san patricio,28.017,-97.5169,27.13,87,61,4.72,US,1715416572
433,kourou,5.1552,-52.6478,24.03,94,78,3.16,GF,1715416781
434,karratha,-20.7377,116.8463,28.52,34,94,3.61,AU,1715417158
435,apiai,-24.5094,-48.8425,15.57,77,44,1.27,BR,1715416621
436,amarwara,22.3,79.1667,38.85,14,36,4.15,IN,1715417158
437,tazovsky,67.4667,78.7,0.02,99,99,2.53,RU,1715416624
438,acapulco de juarez,16.8634,-99.8901,22.9,94,20,1.03,MX,1715416602
439,san luis,-33.295,-66.3356,5.93,76,2,5.68,AR,1715416567
440,buala,-8.145,159.5921,27.12,84,100,2.29,SB,1715417159
441,amsterdam,52.374,4.8897,16.59,75,20,4.63,NL,1715416585
442,mbuguni,-3.5667,36.95,25.85,58,56,2.46,TZ,1715417160
443,sungailiat,-1.85,106.1333,30.26,73,88,5.1,ID,1715417160
444,itacarambi,-15.1022,-44.0919,18.33,96,26,0.7,BR,1715417160
445,mermoz boabab,14.7065,-17.4758,24.31,88,0,4.12,SN,1715417160
446,camarinas,43.1311,-9.1817,15.98,83,2,3.36,ES,1715417161
447,preobrazheniye,42.9019,133.9064,8.29,93,79,3.27,RU,1715417099
448,mangrol,21.1167,70.1167,31.42,61,0,5.34,IN,1715417161
449,cankuzo,-3.1333,30.5833,21.15,79,79,2.35,BI,1715417161
450,inhambane,-23.865,35.3833,27.99,69,20,4.12,MZ,1715417066
451,sao vicente,-23.9631,-46.3919,26.26,26,89,1.89,BR,1715417162
452,tynda,55.1667,124.7167,12.67,42,96,3.95,RU,1715417162
453,san lawrenz,36.0553,14.204,21.67,81,6,4.29,MT,1715417163
454,monrovia,6.3005,-10.7969,27.87,78,33,2.19,LR,1715417163
455,mar del plata,-38.0023,-57.5575,12.27,82,0,6.71,AR,1715417083
456,ibadan,7.3878,3.8964,30.75,65,65,2.61,NG,1715417163
457,pathein,16.7833,94.7333,36.95,38,65,4.77,MM,1715416599
458,mathba,22.2855,89.9629,33.75,51,23,5.77,BD,1715416900
459,khash,28.2211,61.2158,27.79,17,0,6.8,IR,1715417075
460,taltal,-25.4,-70.4833,14.82,82,100,1.13,CL,1715417164
461,daru,-9.0763,143.2092,26.42,87,87,5.49,PG,1715416602
462,peniche,39.3558,-9.3811,17.38,87,100,5.9,PT,1715417084
463,manta,-0.95,-80.7333,25.88,78,75,3.09,EC,1715416586
464,visakhapatnam,17.69,83.2093,34.94,55,40,6.17,IN,1715417010
465,sanghar,26.0466,68.9481,40.95,14,0,5.79,PK,1715417166
466,santa ana,33.7456,-117.8678,16.86,82,100,2.06,US,1715417166
467,brezina,33.0989,1.2608,23.28,18,100,4.08,DZ,1715417167
468,hithadhoo,-0.6,73.0833,29.33,77,68,4.49,MV,1715416601
469,bou tlelis,35.5727,-0.8996,21.94,51,98,2.02,DZ,1715417168
470,yantzaza,-3.8278,-78.7594,19.19,99,83,0.47,EC,1715417168
471,harper,4.375,-7.7169,28.9,80,98,1.68,LR,1715416570
472,talcahuano,-36.7167,-73.1167,4.82,100,68,2.06,CL,1715417169
473,esuk oron,4.8029,8.2534,29.16,67,32,1.73,NG,1715417169
474,magog,45.2668,-72.1491,5.42,93,31,1.54,CA,1715417169
475,melekeok village,7.4957,134.6367,29.31,84,75,4.12,PW,1715417169
476,coahuayana de hidalgo,18.7,-103.6583,21.49,89,4,1.09,MX,1715417170
477,huarmey,-10.0681,-78.1522,18.92,90,83,4.14,PE,1715417170
478,tamanrasset,22.785,5.5228,28.95,11,0,7.72,DZ,1715417052
479,mokolo,10.7398,13.8019,36.65,17,27,3.25,CM,1715417170
480,bulayevo,54.9056,70.4439,12.75,33,37,8.14,KZ,1715417170
481,lepsy,46.235,78.9456,21.06,54,100,8.58,KZ,1715417171
482,shakhtersk,48.0625,38.5167,18.9,32,8,1.92,UA,1715416603
483,farah,32.5,62.5,25.06,15,0,4.66,AF,1715417171
484,princeville,45.7668,-61.2985,3.84,95,100,2.06,CA,1715417085
485,pauini,-7.7136,-66.9764,23.0,92,53,1.15,BR,1715417172
486,alofi,-19.0595,-169.9187,23.94,73,75,5.14,NU,1715416572
487,naze,28.3667,129.4833,22.51,80,100,5.04,JP,1715416894
488,vemalwada,18.4667,78.8833,39.67,24,9,1.79,IN,1715417172
489,broken hill,-31.95,141.4333,15.67,63,81,6.21,AU,1715417105
490,lhokseumawe,5.1801,97.1507,29.09,79,100,0.91,ID,1715417059
491,la passe,45.5549,-0.8967,23.56,69,1,3.85,FR,1715416610
492,brokopondo,4.75,-55.1667,24.85,93,100,2.43,SR,1715417173
493,puerto colombia,10.9878,-74.9547,28.05,90,47,4.5,CO,1715417174
494,nyanguge,-2.55,33.2,24.55,64,16,0.24,TZ,1715417174
495,egilsstadir,65.2653,-14.3948,10.95,76,0,4.63,IS,1715417105
496,east london,-33.0153,27.9116,19.52,48,0,8.75,ZA,1715417096
497,challapata,-18.9,-66.7667,7.29,39,12,1.1,BO,1715417176
498,taroa,8.7058,171.2275,26.33,89,100,8.09,MH,1715417176
499,bilimbay,56.9689,59.8149,6.28,82,100,7.97,RU,1715417140
500,kanzakimachi-kanzaki,33.3,130.3667,25.06,33,100,4.43,JP,1715417176
501,piribebuy,-25.4833,-57.05,21.34,98,99,0.52,PY,1715417176
502,jieshi,22.8134,115.8257,25.55,84,99,4.61,CN,1715417177
503,bikenibeu village,1.3673,173.1241,28.98,79,75,3.6,KI,1715416636
504,kamina,-8.7386,24.9906,28.86,41,64,2.09,CD,1715417090
505,kalmunai,7.4167,81.8167,31.5,66,100,3.94,LK,1715417177
506,maputo,-25.9653,32.5892,25.36,43,0,4.03,MZ,1715417079
507,candido de abreu,-24.5669,-51.3333,17.65,78,22,0.37,BR,1715417178
508,nagqu,31.5,92.0,7.72,8,65,6.63,CN,1715416670
509,bac lieu,9.285,105.7244,31.87,63,92,5.65,VN,1715417178
510,nea alikarnassos,35.3333,25.1667,20.46,73,75,7.2,GR,1715417179
511,phan rang-thap cham,11.5667,108.9833,32.59,58,53,6.77,VN,1715417101
512,korla,41.7597,86.1469,32.03,6,0,0.34,CN,1715417179
513,ivanava,52.1451,25.5365,10.12,48,100,5.47,BY,1715417179
514,rabo de peixe,37.8,-25.5833,17.77,99,20,5.14,PT,1715417180
515,mutuali,-14.8706,37.0044,29.81,36,0,1.48,MZ,1715417180
516,laela,-8.5667,32.05,24.16,55,8,1.69,TZ,1715417180
517,launceston,-41.45,147.1667,12.31,87,100,3.09,AU,1715417153
518,aripuana,-9.1667,-60.6333,24.6,75,86,0.06,BR,1715417180
519,hovd,48.0056,91.6419,25.27,12,6,3.83,MN,1715417181
520,urucara,-2.5364,-57.76,23.26,99,51,0.81,BR,1715417181
521,gambiran satu,-8.3939,114.1464,27.41,80,99,2.17,ID,1715417181
522,tazacorte,28.629,-17.9293,20.54,86,40,6.17,ES,1715417065
523,malanje,-9.5402,16.341,25.69,44,21,3.18,AO,1715417182
524,cockburn town,21.4612,-71.1419,26.22,82,56,6.6,TC,1715416616
525,ad dilam,23.9915,47.1627,35.23,13,38,3.42,SA,1715417182
526,padang,-0.9492,100.3543,29.63,80,82,2.09,ID,1715417063
527,villa gesell,-37.2639,-56.973,12.01,71,100,5.46,AR,1715417183
528,callao,-12.0667,-77.15,19.84,82,20,3.09,PE,1715416548
529,levuka,50.1834,-105.4011,13.84,54,75,5.9,CA,1715417184
530,chai badan,15.2,101.1333,35.07,41,91,1.04,TH,1715417184
531,mawlaik,23.6333,94.4167,37.41,27,27,1.78,MM,1715417184
532,mareeba,-17.0,145.4333,21.4,97,26,1.4,AU,1715417185
533,san juan de miraflores,-12.1629,-76.9635,18.98,82,98,1.66,PE,1715417185
534,fougamou,-1.2154,10.5838,29.56,76,91,0.57,GA,1715417185
535,port washington,40.8257,-73.6982,9.92,93,75,3.09,US,1715417185
536,meltham mills,53.5939,-1.8399,20.38,78,83,3.3,GB,1715417186
537,popondetta,-8.7537,148.2534,24.35,97,96,1.17,PG,1715417186
538,ziro,27.6333,93.8333,18.41,75,93,1.47,IN,1715417186
539,sinjai,-5.1241,120.253,27.94,84,66,2.9,ID,1715417186
540,talara,-4.5772,-81.2719,21.51,79,99,4.53,PE,1715417187
541,tianchang,37.9981,114.0156,26.52,11,0,7.53,CN,1715417187
542,dubinino,55.6192,89.0911,14.63,84,100,2.51,RU,1715417187
543,nuuk,64.1835,-51.7216,-1.66,86,100,1.03,GL,1715416665
544,asikkala,61.2167,25.5,7.89,45,1,7.04,FI,1715417187
545,araxa,-19.5933,-46.9406,17.98,94,0,1.03,BR,1715417188
546,qaisumah,28.3112,46.1273,35.98,13,40,6.17,SA,1715417188
547,ilek,51.5271,53.3831,15.93,32,84,8.99,RU,1715417188
548,bandarbeyla,9.4942,50.8122,31.04,67,93,4.24,SO,1715417060
549,mil'kovo,55.6078,37.7956,11.34,46,83,6.05,RU,1715417188
550,nuku'alofa,-21.1333,-175.2,22.19,60,20,4.12,TO,1715416637
551,ormara,25.2088,64.6357,28.96,70,0,5.15,PK,1715417189
552,pangai,-19.8,-174.35,24.9,54,100,7.14,TO,1715417189
553,constitucion,-35.3333,-72.4167,8.14,79,0,1.71,CL,1715417075
